"fecha","cotizacion"
16/12/2015,"17.13600"
17/12/2015,"17.10000"
18/12/2015,"17.01390"
21/12/2015,"17.10340"
22/12/2015,"17.18470"
23/12/2015,"17.19530"
24/12/2015,"17.27600"
28/12/2015,"17.27100"
29/12/2015,"17.20650"
30/12/2015,"17.33980"
31/12/2015,"17.24870"
04/01/2016,"17.35290"
05/01/2016,"17.34560"
06/01/2016,"17.44110"
07/01/2016,"17.65680"
08/01/2016,"17.92830"
11/01/2016,"17.93040"
12/01/2016,"17.91190"
13/01/2016,"17.85000"
14/01/2016,"17.91210"
15/01/2016,"18.21080"
18/01/2016,"18.23270"
19/01/2016,"18.19470"
20/01/2016,"18.60800"
21/01/2016,"18.50840"
22/01/2016,"18.42800"
25/01/2016,"18.53520"
26/01/2016,"18.47150"
27/01/2016,"18.45300"
28/01/2016,"18.29060"
29/01/2016,"18.19350"
02/02/2016,"18.49020"
03/02/2016,"18.45370"
04/02/2016,"18.18910"
05/02/2016,"18.37480"
08/02/2016,"18.69590"
09/02/2016,"18.78180"
10/02/2016,"18.80890"
11/02/2016,"19.17540"
12/02/2016,"19.03920"
15/02/2016,"18.84710"
16/02/2016,"18.81480"
17/02/2016,"18.38950"
18/02/2016,"18.14390"
19/02/2016,"18.27620"
22/02/2016,"18.05680"
23/02/2016,"18.19480"
24/02/2016,"18.28930"
25/02/2016,"18.16800"
26/02/2016,"18.17060"
29/02/2016,"18.10200"
01/03/2016,"17.94320"
02/03/2016,"17.85610"
03/03/2016,"17.89710"
04/03/2016,"17.77230"
07/03/2016,"17.75260"
08/03/2016,"17.90440"
09/03/2016,"17.75230"
10/03/2016,"17.86010"
11/03/2016,"17.70020"
14/03/2016,"17.76910"
15/03/2016,"17.92600"
16/03/2016,"17.93080"
17/03/2016,"17.40340"
18/03/2016,"17.29950"
22/03/2016,"17.33610"
23/03/2016,"17.52730"
28/03/2016,"17.46100"
29/03/2016,"17.40150"
30/03/2016,"17.25090"
31/03/2016,"17.23700"
01/04/2016,"17.33380"
04/04/2016,"17.44840"
05/04/2016,"17.72520"
06/04/2016,"17.72860"
07/04/2016,"17.89300"
08/04/2016,"17.73910"
11/04/2016,"17.64520"
12/04/2016,"17.57190"
13/04/2016,"17.49000"
14/04/2016,"17.38800"
15/04/2016,"17.56690"
18/04/2016,"17.45980"
19/04/2016,"17.28250"
20/04/2016,"17.30780"
21/04/2016,"17.42020"
22/04/2016,"17.43590"
25/04/2016,"17.58660"
26/04/2016,"17.42980"
27/04/2016,"17.39930"
28/04/2016,"17.21250"
29/04/2016,"17.17670"
02/05/2016,"17.22790"
03/05/2016,"17.52340"
04/05/2016,"17.73580"
05/05/2016,"17.78660"
06/05/2016,"17.92040"
09/05/2016,"18.10330"
10/05/2016,"18.02050"
11/05/2016,"17.95490"
12/05/2016,"17.99150"
13/05/2016,"18.15620"
16/05/2016,"18.17950"
17/05/2016,"18.32170"
18/05/2016,"18.37610"
19/05/2016,"18.54650"
20/05/2016,"18.38260"
23/05/2016,"18.44440"
24/05/2016,"18.46940"
25/05/2016,"18.45200"
26/05/2016,"18.45720"
27/05/2016,"18.45270"
30/05/2016,"18.47770"
31/05/2016,"18.41180"
01/06/2016,"18.52990"
02/06/2016,"18.60970"
03/06/2016,"18.62830"
06/06/2016,"18.58890"
07/06/2016,"18.50670"
08/06/2016,"18.14910"
09/06/2016,"18.27420"
10/06/2016,"18.50460"
13/06/2016,"18.79150"
14/06/2016,"18.98140"
15/06/2016,"18.86720"
16/06/2016,"18.99680"
17/06/2016,"18.85270"
20/06/2016,"18.65590"
21/06/2016,"18.64440"
22/06/2016,"18.53250"
23/06/2016,"18.32070"
24/06/2016,"18.87160"
27/06/2016,"19.12830"
28/06/2016,"18.91130"
29/06/2016,"18.55500"
30/06/2016,"18.46460"
01/07/2016,"18.30900"
04/07/2016,"18.38580"
05/07/2016,"18.75360"
06/07/2016,"18.81610"
07/07/2016,"18.86070"
08/07/2016,"18.59910"
11/07/2016,"18.45970"
12/07/2016,"18.30060"
13/07/2016,"18.39370"
14/07/2016,"18.30610"
15/07/2016,"18.49200"
18/07/2016,"18.48790"
19/07/2016,"18.57190"
20/07/2016,"18.57290"
21/07/2016,"18.60220"
22/07/2016,"18.60890"
25/07/2016,"18.75690"
26/07/2016,"18.81140"
27/07/2016,"18.86020"
28/07/2016,"18.89790"
29/07/2016,"18.78370"
01/08/2016,"18.85040"
02/08/2016,"18.89660"
03/08/2016,"18.91170"
04/08/2016,"18.86120"
05/08/2016,"18.86910"
08/08/2016,"18.57160"
09/08/2016,"18.38420"
10/08/2016,"18.34790"
11/08/2016,"18.26780"
12/08/2016,"18.24550"
15/08/2016,"18.03630"
16/08/2016,"17.98690"
17/08/2016,"18.25980"
18/08/2016,"18.08320"
19/08/2016,"18.26740"
22/08/2016,"18.30230"
23/08/2016,"18.32020"
24/08/2016,"18.49710"
25/08/2016,"18.44600"
26/08/2016,"18.28300"
29/08/2016,"18.57730"
30/08/2016,"18.79530"
31/08/2016,"18.86110"
01/09/2016,"18.85230"
02/09/2016,"18.65890"
05/09/2016,"18.55810"
06/09/2016,"18.35240"
07/09/2016,"18.36890"
08/09/2016,"18.54270"
09/09/2016,"18.84510"
12/09/2016,"19.06460"
13/09/2016,"19.15200"
14/09/2016,"19.22750"
15/09/2016,"19.25140"
19/09/2016,"19.60970"
20/09/2016,"19.77700"
21/09/2016,"19.83940"
22/09/2016,"19.59650"
23/09/2016,"19.72110"
26/09/2016,"19.83220"
27/09/2016,"19.50440"
28/09/2016,"19.50020"
29/09/2016,"19.40860"
30/09/2016,"19.37760"
03/10/2016,"19.32110"
04/10/2016,"19.21380"
05/10/2016,"19.25540"
06/10/2016,"19.24330"
07/10/2016,"19.29940"
10/10/2016,"18.87860"
11/10/2016,"18.95310"
12/10/2016,"18.96220"
13/10/2016,"19.03990"
14/10/2016,"19.00460"
17/10/2016,"18.87230"
18/10/2016,"18.67260"
19/10/2016,"18.58940"
20/10/2016,"18.59450"
21/10/2016,"18.64810"
24/10/2016,"18.56580"
25/10/2016,"18.51470"
26/10/2016,"18.64850"
27/10/2016,"18.84430"
28/10/2016,"18.73040"
31/10/2016,"18.88870"
01/11/2016,"19.13060"
03/11/2016,"19.20140"
04/11/2016,"19.07920"
07/11/2016,"18.61920"
08/11/2016,"18.50890"
09/11/2016,"19.92500"
10/11/2016,"20.48120"
11/11/2016,"21.05110"
14/11/2016,"20.87290"
15/11/2016,"20.34900"
16/11/2016,"20.28840"
17/11/2016,"20.18980"
18/11/2016,"20.41930"
22/11/2016,"20.52050"
23/11/2016,"20.69010"
24/11/2016,"20.70510"
25/11/2016,"20.64750"
28/11/2016,"20.55210"
29/11/2016,"20.62250"
30/11/2016,"20.51550"
01/12/2016,"20.74880"
02/12/2016,"20.61490"
05/12/2016,"20.59270"
06/12/2016,"20.38630"
07/12/2016,"20.29670"
08/12/2016,"20.41620"
09/12/2016,"20.33050"
13/12/2016,"20.25670"
14/12/2016,"20.22260"
15/12/2016,"20.59730"
16/12/2016,"20.42800"
19/12/2016,"20.40980"
20/12/2016,"20.43000"
21/12/2016,"20.49210"
22/12/2016,"20.71790"
23/12/2016,"20.62710"
26/12/2016,"20.64450"
27/12/2016,"20.70520"
28/12/2016,"20.73140"
29/12/2016,"20.66400"
30/12/2016,"20.61940"
